Job ID,Position,Posting Status,Date Created,Application Deadline,Reposted,Term Posted,Number of Positions,All Degrees and Disciplines,Salary Range,Duration,Application Delivery Method,Application Procedure,Skills Categories,Duties Categories,Work Type,"Work Location (City, Province)",Organization Name,Country,Total View Count,Unique View Count,Application Count,Selected for Interview Count,Placement Records Count
1928,Job Title 84,Expired,02/02/2024 04:29 PM,02/16/2024 11:59 PM,no,Summer 2024,1,No,"From $801 to $1,299 per week",4 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'data', 'experience', 'program']","['team', 'data', 'support', 'work', 'project']",In-Person,"Ottawa, ON",Organization_188,Canada,155,125,35,0,0
1929,Job Title 61,Expired,01/29/2024 03:13 PM,02/08/2024 11:59 PM,yes,Summer 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'skills', 'computer', 'communication', 'java', 'experience']","['team', 'design', 'technology', 'software', 'data', 'development', 'management', 'work', 'solutions']",In-Person,"Ottawa, ON",Organization_17,Canada,114,94,29,0,0
1930,Job Title 35,Expired,01/29/2024 03:09 PM,02/08/2024 11:59 PM,yes,Summer 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'skills', 'computer', 'networking', 'communication', 'experience', 'strong']","['team', 'design', 'technology', 'software', 'data', 'technical', 'support', 'work', 'project']",In-Person,"Ottawa, ON",Organization_17,Canada,115,89,25,0,0
1931,Job Title 54,Expired,10/27/2023 01:05 PM,11/06/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'skills', 'computer', 'communication', 'experience', 'knowledge']","['team', 'design', 'technology', 'software', 'data', 'technical', 'support', 'work', 'project']",In-Person,"Ottawa, ON",Organization_17,Canada,53,43,9,0,0
1932,Job Title 62,Expired,10/10/2023 04:54 PM,10/24/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'skills', 'computer', 'communication', 'experience', 'knowledge']","['team', 'design', 'technology', 'software', 'data', 'technical', 'support', 'work', 'project']",In-Person,"Ottawa, ON",Organization_17,Canada,65,49,20,0,0
1933,Job Title 84,Expired,09/28/2023 11:31 AM,10/13/2023 11:59 PM,yes,Winter 2024,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'programming', 'ability', 'experience']","['design', 'software', 'data', 'support', 'development', 'work', 'project', 'solutions']",In-Person,"Ottawa, ON",Organization_132,Canada,128,80,19,0,0
1934,Job Title 4,Expired,09/19/2023 11:47 PM,10/06/2023 11:59 PM,yes,Winter 2024,12,No,,4 or 8 Months,Apply through the Employer's website:,,"['software development', 'development', 'management']",[],In-Person,"Ottawa, ON",Organization_116,Canada,99,60,33,0,0
1935,Job Title 59,Expired,06/27/2023 01:10 PM,07/08/2023 11:59 PM,yes,Fall 2023,1,Yes,,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'programming', 'environment', 'skills', 'computer', 'development', 'software development', 'networking', 'work', 'java', 'knowledge']","['team', 'technology', 'business', 'software', 'technical', 'support', 'development', 'management', 'work', 'project']",In-Person,"Ottawa, ON",Organization_132,Canada,42,34,8,0,0
1936,Job Title 14,Expired,06/08/2023 01:14 PM,06/22/2023 11:59 PM,no,Fall 2023,1,Yes,,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'team', 'programming', 'environment', 'skills', 'computer', 'development', 'software development', 'networking', 'work', 'java', 'knowledge']","['team', 'technology', 'business', 'software', 'technical', 'support', 'development', 'management', 'work', 'project']",In-Person,"Ottawa, ON",Organization_132,Canada,47,37,10,0,0
1937,Job Title 73,Expired,05/31/2023 02:38 PM,06/09/2023 11:59 PM,no,Fall 2023,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'skills', 'computer', 'development', 'time', 'knowledge']","['team', 'design', 'technology', 'business', 'software', 'support', 'development', 'software development', 'work']",In-Person,"Ottawa, ON",Organization_132,Canada,31,26,8,0,0
1938,Job Title 92,Expired,05/31/2023 02:13 PM,06/09/2023 11:59 PM,no,Fall 2023,1,Yes,,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'ability', 'skills', 'computer', 'development', 'communication', 'experience', 'strong', 'program']",['data'],In-Person,"Ottawa, ON",Organization_132,Canada,26,21,5,0,0
1939,Job Title 20,Expired,05/31/2023 01:52 PM,06/09/2023 11:59 PM,no,Fall 2023,1,Yes,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['python', 'engineering', 'team', 'programming', 'ability', 'skills', 'environment', 'program', 'communication', 'computer', 'time', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'design', 'technology', 'business', 'software', 'technical', 'support', 'development', 'work']",In-Person,"Ottawa, ON",Organization_132,Canada,35,29,16,0,0
1940,Job Title 84,Expired,05/31/2023 01:46 PM,06/09/2023 11:59 PM,no,Fall 2023,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['engineering', 'team', 'skills', 'program', 'data', 'computer', 'communication', 'strong', 'knowledge']","['engineering', 'team', 'design', 'technology', 'business', 'software', 'data', 'support', 'management', 'solutions']",In-Person,"Ottawa, ON",Organization_132,Canada,27,24,10,0,0
1941,Job Title 93,Expired,05/31/2023 01:30 PM,06/09/2023 11:59 PM,no,Fall 2023,1,Yes,,"4, 8, 12 or 16 Months",Apply through the Employer's website:,,"['python', 'team', 'ability', 'skills', 'environment', 'communication', 'computer', 'work', 'java']","['team', 'data', 'support', 'development', 'work']",In-Person,"Ottawa, ON",Organization_132,Canada,35,32,13,0,0
1942,Job Title 60,Expired,05/31/2023 11:40 AM,06/09/2023 11:59 PM,no,Fall 2023,1,Yes,,"8, 12 or 16 Months",Apply through the Employer's website:,,"['python', 'engineering', 'machine learning', 'programming', 'algorithms', 'environment', 'skills', 'computer', 'development', 'software development', 'time', 'communication', 'experience', 'knowledge']","['team', 'technology', 'business', 'software', 'data', 'technical', 'support', 'development', 'work']",In-Person,"Ottawa, ON",Organization_132,Canada,34,28,8,0,0
1943,Job Title 41,Expired,05/25/2023 02:22 PM,06/04/2023 11:59 PM,no,Fall 2023,1,No,24-26.00 hourly,4 Months with possibility of extension,Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'skills', 'computer', 'strong']","['engineering', 'team', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Ottawa, ON",Organization_189,Canada,45,35,9,0,0
1944,Job Title 91,Expired,10/17/2022 02:53 PM,10/31/2022 11:59 PM,yes,Winter 2023,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['python', 'programming', 'development', 'software development', 'networking', 'work', 'java', 'experience', 'strong', 'program']","['technology', 'work', 'design', 'management']",In-Person,"Ottawa, ON",Organization_22,Canada,33,29,9,0,0
1945,Job Title 76,Expired,12/29/2023 02:36 PM,01/15/2024 11:59 PM,no,Summer 2024,4,No,TBD,4 Months,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'machine learning', 'skills', 'data', 'computer', 'communication', 'experience', 'program']","['engineering', 'team', 'data', 'support', 'work']",Remote,"Ottawa, ON",Organization_185,Canada,267,167,81,0,0
1946,Job Title 29,Expired,07/31/2023 11:51 AM,08/11/2023 11:59 PM,no,Fall 2023,2,No,,"8, 12 or 16 Months",Lassonde Co-op & Internship Portal,,"['engineering', 'team', 'environment', 'skills', 'data', 'computer', 'communication', 'strong']","['support', 'team', 'technical', 'solutions']",Remote,"Ottawa, ON",Organization_190,Canada,52,35,15,0,0
1947,Job Title 75,Expired,01/05/2023 03:21 PM,01/16/2023 11:59 PM,no,Summer 2023,2,No,TBD,4 Months,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'machine learning', 'skills', 'data', 'computer', 'communication', 'experience', 'program']","['engineering', 'team', 'data', 'support', 'work']",Remote,"Ottawa, ON",Organization_185,Canada,131,97,33,0,0
1948,Job Title 7,Expired,09/12/2022 02:28 PM,09/20/2022 11:59 PM,no,Winter 2023,4,No,,4 Months with possibility of extension,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'machine learning', 'skills', 'data', 'computer', 'communication', 'experience', 'program']","['engineering', 'team', 'data', 'support', 'work']",Remote,"Ottawa, ON",Organization_185,Canada,52,31,15,1,0
1949,Job Title 12,Expired,09/10/2023 07:16 PM,09/19/2023 11:59 PM,no,Winter 2024,3,No,TBD,4 Months,Lassonde Co-op & Internship Portal,,"['python', 'engineering', 'machine learning', 'skills', 'data', 'computer', 'communication', 'experience', 'program']","['engineering', 'team', 'data', 'support', 'work']",To Be Determined (TBD),"Ottawa, ON",Organization_185,Canada,154,85,45,0,0
1950,Job Title 36,Expired,09/06/2023 03:46 PM,09/29/2023 11:59 PM,no,Winter 2024,1,No,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'programming', 'skills', 'computer', 'experience']","['engineering', 'team', 'design', 'software', 'data', 'work']",In-Person,"Palo Alto, California, USA",Organization_55,United States,86,70,28,0,0
1951,Job Title 6,Expired,09/06/2023 03:26 PM,09/29/2023 11:59 PM,no,Winter 2024,1,No,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['computer', 'skills', 'experience', 'development']","['software', 'design', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,65,58,27,0,0
1952,Job Title 54,Expired,09/06/2023 02:39 PM,09/29/2023 11:59 PM,no,Winter 2024,1,No,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['ability', 'computer', 'development', 'time', 'experience']","['design', 'team', 'software', 'development', 'software development']",In-Person,"Palo Alto, California, USA",Organization_55,United States,91,73,26,0,0
1953,Job Title 73,Expired,09/06/2023 10:40 AM,09/30/2023 11:59 PM,no,Winter 2024,1,No,$36.06 - $50.48 + benefits,4 Months with possibility of extension,Apply through the Employer's website:,,"['python', 'engineering', 'programming', 'data structures', 'data', 'computer', 'java', 'experience', 'strong', 'program']","['engineering', 'team', 'software', 'data', 'work', 'solutions']",In-Person,"Palo Alto, California, USA",Organization_55,United States,109,82,38,0,0
1954,Job Title 6,Expired,02/02/2022 01:40 PM,02/20/2022 11:59 PM,yes,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'ability', 'skills', 'databases', 'communication', 'development', 'work', 'experience', 'knowledge']","['engineering', 'team', 'design', 'technology', 'business', 'software', 'technical', 'support', 'development', 'work']",In-Person,"Palo Alto, California, USA",Organization_55,United States,93,73,13,0,0
1955,Job Title 54,Expired,02/02/2022 01:34 PM,02/20/2022 11:59 PM,no,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['python', 'engineering', 'data structures', 'skills', 'data', 'computer', 'time', 'communication', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'design', 'software', 'data', 'support', 'development', 'work']",In-Person,"Palo Alto, California, USA",Organization_55,United States,59,44,10,0,0
1956,Job Title 26,Expired,02/02/2022 12:34 PM,02/27/2022 11:59 PM,yes,Summer 2022,5,No,,4 Months,Apply through the Employer's website:,,['program'],"['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,127,95,23,0,0
1957,Job Title 13,Expired,02/02/2022 11:41 AM,02/27/2022 11:59 PM,yes,Summer 2022,5,No,,4 Months,Apply through the Employer's website:,,[],"['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,85,61,14,0,0
1958,Job Title 24,Expired,02/02/2022 11:26 AM,02/27/2022 11:59 PM,yes,Summer 2022,4,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'data']","['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,137,107,24,0,0
1959,Job Title 50,Expired,02/02/2022 10:57 AM,02/27/2022 11:59 PM,yes,Summer 2022,3,No,,4 Months,Apply through the Employer's website:,,['engineering'],"['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,185,131,31,0,0
1960,Job Title 6,Expired,02/02/2022 10:28 AM,02/27/2022 11:59 PM,no,Summer 2022,3,No,,4 Months,Apply through the Employer's website:,,['engineering'],"['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,128,92,26,0,0
1961,Job Title 40,Expired,02/02/2022 10:12 AM,02/27/2022 11:59 PM,no,Summer 2022,4,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'computer', 'development']","['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,155,110,24,0,0
1962,Job Title 81,Expired,01/31/2022 02:05 PM,02/27/2022 11:59 PM,no,Summer 2022,6,No,,,Apply through the Employer's website:,,['engineering'],"['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,175,117,36,0,0
1963,Job Title 80,Expired,01/28/2022 02:13 PM,02/27/2022 11:59 PM,yes,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'management', 'work', 'experience', 'strong', 'program']","['engineering', 'team', 'design', 'technology', 'support', 'development', 'work', 'project', 'solutions']",In-Person,"Palo Alto, California, USA",Organization_55,United States,79,54,8,0,0
1964,Job Title 96,Expired,01/28/2022 02:07 PM,02/27/2022 11:59 PM,yes,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'management', 'work', 'experience', 'strong', 'program']","['engineering', 'team', 'design', 'technology', 'support', 'development', 'work', 'project', 'solutions']",In-Person,"Palo Alto, California, USA",Organization_55,United States,91,53,13,0,0
1965,Job Title 62,Expired,01/28/2022 01:52 PM,02/27/2022 11:59 PM,no,Summer 2022,1,No,,4 Months,Apply through the Employer's website:,,['engineering'],"['work', 'team']",In-Person,"Palo Alto, California, USA",Organization_55,United States,299,185,27,0,0
1966,Job Title 90,Expired,01/27/2023 02:39 PM,02/05/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['ability', 'skills', 'environment', 'computer', 'communication', 'work']","['work', 'support', 'technology']",In-Person,"Peel Region, ON",Organization_191,Canada,170,119,31,0,0
1967,Job Title 59,Expired,01/27/2023 02:33 PM,01/29/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['ability', 'skills', 'environment', 'data', 'communication', 'computer', 'management', 'work', 'strong', 'knowledge']","['data', 'work', 'business']",In-Person,"Peel Region, ON",Organization_191,Canada,80,62,17,0,0
1968,Job Title 3,Expired,01/27/2023 02:26 PM,01/29/2023 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['illustrator', 'experience', 'program']","['work', 'technology']",In-Person,"Peel Region, ON",Organization_191,Canada,107,89,19,0,0
1969,Job Title 86,Expired,12/01/2022 11:42 AM,12/09/2022 11:59 PM,no,Winter 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['skills', 'data', 'time', 'communication', 'strong']","['engineering', 'team', 'business', 'management', 'work', 'project']",In-Person,"Penetanguishene, ON",Organization_16,Canada,27,19,3,0,0
1970,Job Title 95,Expired,07/18/2022 10:33 AM,07/31/2022 11:59 PM,no,Fall 2022,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'data', 'management', 'communication', 'experience', 'strong', 'knowledge']","['engineering', 'team', 'data', 'technical', 'support', 'development', 'work']",In-Person,"Penetanguishene, ON",Organization_16,Canada,19,14,5,0,3
1971,Job Title 98,Expired,09/29/2023 03:01 PM,10/06/2023 11:59 PM,no,Winter 2024,5,No,,4 or 8 Months,Apply through the Employer's website:,,"['engineering', 'skills', 'communication', 'time', 'work', 'program']","['engineering', 'work', 'team']",In-Person,"Pickering, ON",Organization_15,Canada,8,2,2,0,0
1972,Job Title 13,Expired,01/09/2023 12:16 PM,01/22/2023 11:59 PM,yes,Summer 2023,10,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'skills', 'communication', 'work', 'program']",['work'],In-Person,"Pickering, ON",Organization_15,Canada,138,75,16,0,0
1973,Job Title 68,Expired,07/28/2022 07:43 AM,08/15/2022 11:59 PM,yes,Fall 2022,1,No,,4 Months,Apply through the Employer's website:,,[],"['technical', 'team']",In-Person,"Pointe-aux-Trembles, QC",Organization_24,Canada,1,1,1,0,0
1974,Job Title 32,Expired,06/30/2022 09:27 AM,07/24/2022 11:59 PM,no,Fall 2022,1,No,,4 Months,Apply through the Employer's website:,,[],"['technical', 'team']",In-Person,"Pointe-aux-Trembles, QC",Organization_24,Canada,3,2,0,0,0
1975,Job Title 98,Expired,08/03/2022 02:55 PM,08/17/2022 11:59 PM,no,Fall 2022,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'experience', 'strong']","['engineering', 'data', 'technical', 'development', 'management', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,16,8,2,0,0
1976,Job Title 43,Expired,08/03/2023 09:33 AM,08/20/2023 11:59 PM,no,Fall 2023,1,No,,4 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'experience', 'strong', 'program']","['engineering', 'team', 'technology', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,2,2,0,0,0
1977,Job Title 66,Expired,08/03/2023 09:27 AM,08/20/2023 11:59 PM,no,Fall 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'program', 'work', 'experience', 'knowledge']","['team', 'data', 'support', 'management', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,57,47,2,0,0
1978,Job Title 53,Expired,11/17/2022 04:23 PM,11/25/2022 11:59 PM,no,Summer 2023,1,Yes,,4 or 8 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'communication', 'experience', 'strong']","['engineering', 'team', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,3,3,0,0,0
1979,Job Title 36,Expired,05/12/2023 09:53 AM,05/23/2023 11:59 PM,no,Fall 2023,4,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'work', 'program']","['engineering', 'technology', 'software', 'technical', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,55,39,3,0,0
1980,Job Title 10,Expired,11/18/2022 12:51 PM,11/25/2022 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'program', 'work', 'experience', 'knowledge']","['data', 'management']",In-Person,"Port Hope, ON",Organization_60,Canada,6,6,0,0,0
1981,Job Title 2,Expired,11/17/2022 04:29 PM,11/25/2022 11:59 PM,no,Summer 2023,2,Yes,,8 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'time', 'experience', 'strong']","['data', 'technical', 'development', 'management']",In-Person,"Port Hope, ON",Organization_60,Canada,3,3,0,0,0
1982,Job Title 50,Expired,11/17/2022 04:18 PM,11/25/2022 11:59 PM,no,Summer 2023,1,Yes,,4 or 8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'time', 'communication', 'experience', 'strong']","['engineering', 'team', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,1,1,0,0,0
1983,Job Title 6,Expired,08/03/2022 03:10 PM,08/17/2022 11:59 PM,no,Fall 2022,1,No,,4 or 8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'communication', 'work', 'experience', 'strong']","['engineering', 'team', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,1,0,0,0,0
1984,Job Title 26,Expired,05/02/2022 11:35 AM,05/20/2022 11:59 PM,yes,Fall 2022,1,No,,4 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'work', 'knowledge']","['team', 'data', 'support', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,2,1,0,0,0
1985,Job Title 61,Expired,05/02/2022 11:06 AM,05/20/2022 11:59 PM,yes,Fall 2022,1,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'communication', 'work', 'experience', 'strong']","['engineering', 'team', 'data', 'technical', 'support', 'management', 'work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,1,1,0,0,0
1986,Job Title 65,Expired,05/02/2022 10:46 AM,05/20/2022 11:59 PM,no,Fall 2022,2,No,,12 Months,Apply through the Employer's website:,,"['engineering', 'skills', 'work', 'experience', 'knowledge']","['work', 'project']",In-Person,"Port Hope, ON",Organization_60,Canada,13,4,1,0,0
1987,Job Title 14,Expired,05/12/2023 09:58 AM,05/23/2023 11:59 PM,no,Fall 2023,1,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'work', 'program']","['engineering', 'team', 'data', 'management', 'work']",Remote,"Port Hope, ON",Organization_60,Canada,68,48,3,0,0
1988,Job Title 41,Expired,11/17/2022 04:14 PM,11/25/2022 11:59 PM,no,Summer 2023,4,Yes,,12 Months,Apply through the Employer's website:,,"['engineering', 'team', 'ability', 'skills', 'environment', 'data', 'management', 'work', 'strong']","['engineering', 'team', 'design', 'technical', 'support', 'development', 'work', 'project', 'solutions']",Remote,"Port Hope, ON",Organization_60,Canada,1,1,1,0,0
1989,Job Title 57,Expired,08/03/2022 02:48 PM,08/17/2022 11:59 PM,no,Fall 2022,1,No,,4 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'program', 'work', 'experience', 'knowledge']","['team', 'data', 'support', 'work', 'project']",To Be Determined (TBD),"Port Hope, ON",Organization_60,Canada,14,8,1,0,0
1990,Job Title 76,Expired,07/28/2022 07:48 AM,08/15/2022 11:59 PM,yes,Fall 2022,1,No,,8 Months,Apply through the Employer's website:,,"['ability', 'skills', 'time', 'communication', 'knowledge']","['research and development', 'team', 'technology', 'technical', 'support', 'development', 'work', 'project', 'solutions']",Hybrid (Remote and In-Person),"Montreal, QC",Organization_24,Canada,29,24,4,0,0
1991,Job Title 8,Expired,07/28/2022 07:48 AM,08/15/2022 11:59 PM,yes,Fall 2022,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'databases', 'computer', 'time', 'experience', 'strong', 'knowledge']","['research and development', 'team', 'technology', 'business', 'data', 'technical', 'support', 'development', 'work', 'project', 'solutions']",Hybrid (Remote and In-Person),"Montreal, QC",Organization_24,Canada,18,15,2,0,0
1992,Job Title 86,Expired,06/27/2022 12:27 PM,07/17/2022 11:59 PM,no,Fall 2022,1,No,,8 Months,Apply through the Employer's website:,,"['ability', 'skills', 'time', 'communication', 'knowledge']","['research and development', 'team', 'technology', 'technical', 'support', 'development', 'work', 'project', 'solutions']",Hybrid (Remote and In-Person),"Montreal, QC",Organization_24,Canada,27,23,2,0,0
1993,Job Title 72,Expired,06/27/2022 12:24 PM,07/17/2022 11:59 PM,no,Fall 2022,1,No,,8 Months,Apply through the Employer's website:,,"['engineering', 'team', 'environment', 'skills', 'databases', 'computer', 'time', 'experience', 'strong', 'knowledge']","['research and development', 'team', 'technology', 'business', 'data', 'technical', 'support', 'development', 'work', 'project', 'solutions']",Hybrid (Remote and In-Person),"Montreal, QC",Organization_24,Canada,23,16,3,0,0
1994,Job Title 68,Expired,01/31/2024 04:15 PM,03/01/2024 11:59 PM,no,Summer 2024,10,No,cad 22- cad 28.6 per hour,4 Months with possibility of extension,Apply through the Employer's website:,,"['time', 'team']","['team', 'technology', 'business', 'work', 'solutions']",In-Person,"Montreal, QC",Organization_24,Canada,133,102,15,0,0
1995,Job Title 77,Expired,05/20/2022 12:32 AM,06/26/2022 11:59 PM,yes,Fall 2022,5,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['time', 'team']","['engineering', 'project', 'technology', 'team']",To Be Determined (TBD),"Montreal, QC",Organization_2,Canada,53,46,4,0,0
1996,Job Title 8,Expired,01/17/2022 06:11 PM,03/31/2022 11:59 PM,yes,Summer 2022,5,No,,4 Months with possibility of extension,Apply through the Employer's website:,,"['time', 'team']","['engineering', 'project', 'technology', 'team']",To Be Determined (TBD),"Montreal, QC",Organization_2,Canada,121,87,10,0,0
1997,Job Title 72,Expired,11/25/2022 01:52 PM,12/01/2022 11:59 PM,no,Summer 2023,1,Yes,,4 Months,Lassonde Co-op & Internship Portal,,"['engineering', 'ability', 'skills', 'communication', 'experience', 'strong']","['engineering', 'technical', 'project', 'development']",In-Person,"Red Deer, AB",Organization_43,Canada,0,0,0,0,0
1998,Job Title 67,Expired,12/09/2022 10:29 AM,01/05/2023 11:59 PM,no,Summer 2023,1,Yes,,8 Months,Apply through the Employer's website:,,"['engineering', 'knowledge', 'time', 'work', 'experience', 'program']","['engineering', 'team', 'technical', 'support', 'development', 'management', 'work', 'project']",In-Person,"Regina, SK",Organization_11,Canada,115,82,4,0,0
1999,Job Title 38,Expired,10/21/2022 01:58 PM,11/16/2022 11:59 PM,yes,Winter 2023,3,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'communication', 'computer', 'management', 'development', 'work', 'experience', 'strong', 'program']","['technology', 'business', 'data', 'development', 'management', 'work']",Remote,"Toronto, ON",Organization_57,Canada,57,34,7,0,0
2000,Job Title 99,Expired,10/21/2022 01:36 PM,11/16/2022 11:59 PM,yes,Winter 2023,9,No,,8 Months,Apply through the Employer's website:,,"['python', 'team', 'programming', 'algorithms', 'ability', 'skills', 'data structures', 'databases', 'data', 'communication', 'computer', 'management', 'development', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'design', 'technology', 'data', 'development', 'management', 'work', 'solutions']",Remote,"Toronto, ON",Organization_57,Canada,110,58,27,0,0
2001,Job Title 55,Expired,09/23/2022 01:34 PM,10/16/2022 11:59 PM,no,Winter 2023,3,Yes,,4 Months,Apply through the Employer's website:,,"['engineering', 'ability', 'skills', 'communication', 'computer', 'management', 'development', 'work', 'experience', 'strong', 'program']","['technology', 'business', 'data', 'development', 'management', 'work']",Remote,"Toronto, ON",Organization_57,Canada,30,24,10,0,0
2002,Job Title 29,Expired,09/23/2022 01:31 PM,10/16/2022 11:59 PM,no,Winter 2023,2,No,,8 Months,Apply through the Employer's website:,,"['team', 'programming', 'algorithms', 'data structures', 'skills', 'databases', 'data', 'communication', 'computer', 'development', 'software development', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'technology', 'business', 'software', 'data', 'technical', 'development', 'management', 'work']",Remote,"Toronto, ON",Organization_57,Canada,46,37,16,0,0
2003,Job Title 58,Expired,09/21/2022 04:35 PM,10/16/2022 11:59 PM,no,Winter 2023,2,No,,"4, 8 or 12 Months",Apply through the Employer's website:,,"['programming', 'environment', 'development', 'work', 'java', 'experience']","['team', 'technology', 'business', 'data', 'development', 'management', 'work']",Remote,"Toronto, ON",Organization_57,Canada,52,37,10,0,0
2004,Job Title 97,Expired,09/21/2022 04:15 PM,10/16/2022 11:59 PM,no,Winter 2023,1,No,,4 Months,Apply through the Employer's website:,,"['team', 'ability', 'skills', 'environment', 'communication', 'development', 'networking', 'work', 'experience', 'strong', 'knowledge']","['technology', 'business', 'data', 'support', 'development', 'management', 'work']",Remote,"Toronto, ON",Organization_57,Canada,39,28,11,0,0
2005,Job Title 10,Expired,09/21/2022 03:27 PM,10/16/2022 11:59 PM,no,Winter 2023,5,No,,4 Months,Apply through the Employer's website:,,"['team', 'programming', 'algorithms', 'ability', 'skills', 'data structures', 'databases', 'data', 'communication', 'computer', 'management', 'development', 'software development', 'work', 'java', 'experience', 'strong', 'knowledge']","['team', 'development', 'solutions']",Remote,"Toronto, ON",Organization_57,Canada,41,34,18,0,0
